Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 1223,   5, 1172, 4.35, 0.00,0.019218,0.015625
  5, 1209,  51, 1172, 3.16, 0.00,0.029062,0.031250
 10, 1216,  51, 1172, 3.75, 0.00,0.030625,0.046875
 15, 1213,  59, 1172, 3.50, 0.00,0.031875,0.015625
 20, 1213,  61, 1172, 3.50, 0.00,0.032812,0.046875
 25, 1210,  55, 1172, 3.24, 0.00,0.032968,0.031250
 30, 1214,  52, 1172, 3.58, 0.00,0.037343,0.031250
 35, 1216,  55, 1172, 3.75, 0.00,0.037343,0.031250
 40, 1220,  54, 1172, 4.10, 0.00,0.040000,0.062500
 45, 1223,  54, 1172, 4.35, 0.00,0.044531,0.046875
 50, 1220,  52, 1172, 4.10, 0.00,0.042968,0.031250
