Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 1930,   9, 1822,16.62,10.09,0.026718,0.015625
  5, 1882, 106, 1777,13.72, 7.37,0.042500,0.046875
 10, 1868, 109, 1733,12.87, 4.71,0.049531,0.046875
 15, 1883, 106, 1748,13.78, 5.62,0.058906,0.093750
 20, 1878, 101, 1758,13.47, 6.22,0.067968,0.046875
 25, 1884, 100, 1741,13.84, 5.20,0.061562,0.062500
 30, 1879, 104, 1733,13.53, 4.71,0.057968,0.062500
 35, 1881, 102, 1732,13.66, 4.65,0.062187,0.078125
 40, 1895,  98, 1744,14.50, 5.38,0.062343,0.062500
 45, 1887,  98, 1737,14.02, 4.95,0.065312,0.078125
 50, 1902,  95, 1780,14.92, 7.55,0.069375,0.062500
