Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 3764,   5, 3346,13.27, 0.69,0.004218,0.000000
  5, 3579,  63, 3323, 7.70, 0.00,0.006406,0.015625
 10, 3469,  75, 3323, 4.39, 0.00,0.008437,0.015625
 15, 3462,  77, 3323, 4.18, 0.00,0.007812,0.000000
 20, 3460,  70, 3323, 4.12, 0.00,0.012500,0.015625
 25, 3451,  57, 3323, 3.85, 0.00,0.012500,0.015625
 30, 3460,  64, 3323, 4.12, 0.00,0.015312,0.031250
 35, 3471,  67, 3323, 4.45, 0.00,0.016250,0.015625
 40, 3445,  81, 3323, 3.67, 0.00,0.017500,0.031250
 45, 3480,  69, 3323, 4.72, 0.00,0.018125,0.046875
 50, 3442,  75, 3323, 3.58, 0.00,0.019531,0.015625
