Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 3005,   5, 2962, 1.45, 0.00,0.012187,0.015625
  5, 2991,  26, 2962, 0.98, 0.00,0.013281,0.000000
 10, 2995,  25, 2962, 1.11, 0.00,0.021718,0.015625
 15, 2997,  31, 2962, 1.18, 0.00,0.026250,0.046875
 20, 2992,  30, 2962, 1.01, 0.00,0.025781,0.031250
 25, 3003,  39, 2962, 1.38, 0.00,0.030000,0.000000
 30, 3017,  30, 2962, 1.86, 0.00,0.023593,0.046875
 35, 3018,  35, 2962, 1.89, 0.00,0.029531,0.031250
 40, 3011,  30, 2962, 1.65, 0.00,0.030937,0.031250
 45, 3007,  28, 2962, 1.52, 0.00,0.031250,0.015625
 50, 3029,  28, 2962, 2.26, 0.00,0.033437,0.031250
