Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 3912,   4, 3783, 4.29, 0.85,0.003593,0.000000
  5, 3867,  46, 3761, 3.09, 0.27,0.005156,0.015625
 10, 3834,  50, 3751, 2.21, 0.00,0.005625,0.015625
 15, 3846,  43, 3751, 2.53, 0.00,0.005625,0.000000
 20, 3841,  43, 3761, 2.40, 0.27,0.006093,0.000000
 25, 3845,  49, 3751, 2.51, 0.00,0.009375,0.000000
 30, 3839,  40, 3761, 2.35, 0.27,0.010156,0.015625
 35, 3833,  42, 3751, 2.19, 0.00,0.009843,0.000000
 40, 3838,  45, 3761, 2.32, 0.27,0.010781,0.015625
 45, 3840,  35, 3751, 2.37, 0.00,0.010468,0.031250
 50, 3837,  43, 3761, 2.29, 0.27,0.012343,0.000000
