Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
5,3094,40,2816,14.3,4.03,0.02125,0.03125
10,3373,62,3055,12.36,1.77,0.032031,0.0625
20,3202,52,3056,12.31,7.19,0.034687,0.046875
15,3087,47,2862,11.85,3.7,0.032187,0.0625
15,3105,63,2884,14.7,6.54,0.031875,0.078125
5,2827,35,2760,2.43,0.0,0.019843,0.015625
5,3319,20,3136,7.31,1.39,0.022343000000000002,0.015625
5,2991,26,2962,0.98,0.0,0.013281,0.0
5,3132,55,2833,12.38,1.65,0.0175,0.046875
5,2894,60,2817,6.91,4.06,0.023125,0.03125
