Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 4084,   3, 4025, 3.97, 2.47,0.003750,0.000000
  5, 4028,  38, 3928, 2.55, 0.00,0.005156,0.015625
 10, 4037,  28, 3928, 2.77, 0.00,0.005156,0.000000
 15, 4026,  29, 3928, 2.49, 0.00,0.005312,0.000000
 20, 4032,  26, 3928, 2.65, 0.00,0.005937,0.015625
 25, 4027,  27, 3928, 2.52, 0.00,0.006718,0.000000
 30, 4016,  30, 3928, 2.24, 0.00,0.009218,0.000000
 35, 4038,  25, 3928, 2.80, 0.00,0.010937,0.015625
 40, 4014,  27, 3928, 2.19, 0.00,0.011875,0.000000
 45, 4022,  28, 3928, 2.39, 0.00,0.012031,0.015625
 50, 4023,  27, 3928, 2.42, 0.00,0.012500,0.015625
