Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 9641,   5, 9097,30.55,23.18,0.012968,0.015625
  5, 9034, 137, 7845,22.33, 6.23,0.029531,0.046875
 10, 8945, 118, 7517,21.12, 1.79,0.029531,0.062500
 15, 8909, 109, 7474,20.64, 1.21,0.033593,0.031250
 20, 8847, 120, 7474,19.80, 1.21,0.043125,0.031250
 25, 8917, 124, 7550,20.74, 2.23,0.044375,0.046875
 30, 8950, 109, 7474,21.19, 1.21,0.046406,0.046875
 35, 8735, 118, 7464,18.28, 1.07,0.046875,0.031250
 40, 8813, 109, 7474,19.34, 1.21,0.048125,0.046875
 45, 8855, 121, 7418,19.91, 0.45,0.053281,0.062500
 50, 8794, 119, 7418,19.08, 0.45,0.057187,0.078125
