Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 3216,   7, 2921,15.35, 4.77,0.014062,0.015625
  5, 3130,  56, 2801,12.27, 0.47,0.017968,0.015625
 10, 3111,  60, 2803,11.59, 0.54,0.031562,0.062500
 15, 3120,  77, 2803,11.91, 0.54,0.030468,0.062500
 20, 3088,  58, 2801,10.76, 0.47,0.035625,0.046875
 25, 3114,  67, 2803,11.69, 0.54,0.040468,0.062500
 30, 3142,  60, 2801,12.70, 0.47,0.043906,0.046875
 35, 3115,  76, 2803,11.73, 0.54,0.046718,0.078125
 40, 3158,  65, 2803,13.27, 0.54,0.054218,0.125000
 45, 3114,  60, 2803,11.69, 0.54,0.057343,0.046875
 50, 3148,  56, 2803,12.91, 0.54,0.051718,0.062500
