Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 3913,   4, 3620,16.95, 8.19,0.003750,0.015625
  5, 3581,  95, 3346, 7.02, 0.00,0.006718,0.000000
 10, 3548,  66, 3346, 6.04, 0.00,0.006875,0.000000
 15, 3537,  59, 3346, 5.71, 0.00,0.006875,0.000000
 20, 3545,  54, 3346, 5.95, 0.00,0.007812,0.000000
 25, 3528,  52, 3346, 5.44, 0.00,0.011875,0.015625
 30, 3529,  51, 3346, 5.47, 0.00,0.012187,0.000000
 35, 3525,  53, 3346, 5.35, 0.00,0.013281,0.015625
 40, 3526,  49, 3346, 5.38, 0.00,0.012343,0.015625
 45, 3537,  56, 3346, 5.71, 0.00,0.014218,0.000000
 50, 3530,  60, 3346, 5.50, 0.00,0.015000,0.015625
