Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 3130,   4, 2919,13.41, 5.76,0.013437,0.015625
  5, 3089,  47, 2998,11.92, 8.62,0.024531,0.031250
 10, 3095,  48, 2898,12.14, 5.00,0.030625,0.031250
 15, 3087,  47, 2862,11.85, 3.70,0.032187,0.062500
 20, 3110,  46, 2862,12.68, 3.70,0.033750,0.046875
 25, 3101,  51, 2862,12.36, 3.70,0.031562,0.031250
 30, 3101,  38, 2862,12.36, 3.70,0.034062,0.046875
 35, 3117,  44, 2898,12.93, 5.00,0.039531,0.046875
 40, 3126,  42, 2919,13.26, 5.76,0.040468,0.062500
 45, 3124,  50, 2898,13.19, 5.00,0.039218,0.078125
 50, 3132,  48, 2846,13.48, 3.12,0.045000,0.062500
