Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 7375,   9, 7000, 6.10, 0.70,0.005625,0.000000
  5, 7138,  77, 6951, 2.69, 0.00,0.010000,0.031250
 10, 7057,  68, 6951, 1.52, 0.00,0.009218,0.015625
 15, 7064,  76, 6951, 1.63, 0.00,0.014218,0.015625
 20, 7053,  72, 6951, 1.47, 0.00,0.016093,0.015625
 25, 7061,  71, 6951, 1.58, 0.00,0.014843,0.015625
 30, 7066,  83, 6951, 1.65, 0.00,0.019062,0.015625
 35, 7061,  80, 6951, 1.58, 0.00,0.019531,0.015625
 40, 7058,  71, 6951, 1.54, 0.00,0.023281,0.015625
 45, 7057,  75, 6951, 1.52, 0.00,0.022656,0.046875
 50, 7093,  92, 6951, 2.04, 0.00,0.019687,0.031250
