Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0,  969,   5,  959, 3.42, 2.35,0.016093,0.015625
  5,  959,  40,  955, 2.35, 1.92,0.020625,0.031250
 10,  958,  50,  937, 2.24, 0.00,0.025781,0.031250
 15,  959,  54,  937, 2.35, 0.00,0.024375,0.046875
 20,  958,  52,  955, 2.24, 1.92,0.026250,0.046875
 25,  959,  50,  937, 2.35, 0.00,0.025625,0.031250
 30,  962,  53,  955, 2.67, 1.92,0.028125,0.046875
 35,  960,  47,  955, 2.45, 1.92,0.026875,0.031250
 40,  963,  50,  955, 2.77, 1.92,0.029687,0.031250
 45,  964,  52,  937, 2.88, 0.00,0.029843,0.031250
 50,  964,  45,  955, 2.88, 1.92,0.029375,0.046875
