Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 1351,   5, 1289, 9.57, 4.54,0.018906,0.015625
  5, 1317, 112, 1285, 6.81, 4.22,0.037031,0.046875
 10, 1311, 112, 1278, 6.33, 3.65,0.035937,0.046875
 15, 1311, 115, 1283, 6.33, 4.06,0.037968,0.031250
 20, 1314,  97, 1271, 6.57, 3.08,0.037812,0.078125
 25, 1315, 100, 1285, 6.65, 4.22,0.041875,0.031250
 30, 1313, 105, 1275, 6.49, 3.41,0.045000,0.046875
 35, 1314, 100, 1280, 6.57, 3.81,0.048750,0.078125
 40, 1320,  90, 1278, 7.06, 3.65,0.045468,0.046875
 45, 1316,  98, 1284, 6.73, 4.14,0.047031,0.031250
 50, 1322,  95, 1271, 7.22, 3.08,0.049218,0.078125
