Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 2531,   3, 2470,11.50, 8.81,0.006093,0.000000
  5, 2446,  69, 2329, 7.75, 2.60,0.012343,0.015625
 10, 2437,  56, 2329, 7.36, 2.60,0.012656,0.015625
 15, 2446,  50, 2329, 7.75, 2.60,0.016250,0.031250
 20, 2440,  44, 2329, 7.49, 2.60,0.015937,0.015625
 25, 2432,  54, 2329, 7.14, 2.60,0.020781,0.000000
 30, 2436,  47, 2329, 7.31, 2.60,0.020781,0.015625
 35, 2435,  49, 2329, 7.27, 2.60,0.022500,0.015625
 40, 2432,  52, 2329, 7.14, 2.60,0.025468,0.015625
 45, 2430,  55, 2329, 7.05, 2.60,0.020312,0.031250
 50, 2428,  57, 2329, 6.96, 2.60,0.027343,0.046875
