Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 7219,  11, 6878,20.04,14.37,0.155000,0.187500
  5, 7115, 116, 6750,18.31,12.24,0.251718,0.312500
 10, 7102, 122, 6480,18.09, 7.75,0.268281,0.421875
 15, 7094, 116, 6610,17.96, 9.91,0.281093,0.468750
 20, 7074, 129, 6631,17.63,10.26,0.309531,0.625000
 25, 7099, 120, 6620,18.04,10.08,0.319375,0.406250
 30, 7082, 133, 6698,17.76,11.37,0.349843,0.640625
 35, 7078, 126, 6507,17.69, 8.20,0.361406,0.640625
 40, 7127, 122, 6708,18.51,11.54,0.376875,0.796875
 45, 7098, 133, 6599,18.02, 9.73,0.408437,1.000000
 50, 7124, 107, 6590,18.46, 9.58,0.386406,0.890625
