Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 1086,   8, 1034,13.96, 8.50,0.016875,0.015625
  5, 1072,  68, 1023,12.49, 7.35,0.031718,0.046875
 10, 1064,  81, 1023,11.65, 7.35,0.036718,0.062500
 15, 1071,  71, 1026,12.38, 7.66,0.032031,0.046875
 20, 1067,  78, 1023,11.96, 7.35,0.036250,0.046875
 25, 1073,  76, 1023,12.59, 7.35,0.036875,0.093750
 30, 1068,  76, 1023,12.07, 7.35,0.034531,0.046875
 35, 1069,  81, 1023,12.17, 7.35,0.037968,0.046875
 40, 1065,  84, 1023,11.75, 7.35,0.041093,0.031250
 45, 1067,  95, 1026,11.96, 7.66,0.044218,0.046875
 50, 1069,  86, 1023,12.17, 7.35,0.043750,0.062500
