Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0,10188,   3, 9769,22.98,17.93,0.015468,0.031250
  5, 9188, 128, 8523,10.91, 2.89,0.029843,0.015625
 10, 9146, 119, 8523,10.41, 2.89,0.029218,0.031250
 15, 9107, 102, 8441, 9.93, 1.90,0.031406,0.046875
 20, 9102, 108, 8523, 9.87, 2.89,0.035000,0.031250
 25, 9113,  97, 8502,10.01, 2.63,0.036718,0.046875
 30, 9122,  91, 8502,10.12, 2.63,0.040312,0.046875
 35, 9096, 109, 8523, 9.80, 2.89,0.046093,0.031250
 40, 9101,  97, 8507, 9.86, 2.69,0.047500,0.093750
 45, 9118,  88, 8486,10.07, 2.44,0.049531,0.031250
 50, 9134, 102, 8486,10.26, 2.44,0.055781,0.093750
