Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
40,1359,40,1294,6.76,1.65,0.047031,0.046875
20,1154,64,1091,10.43,4.4,0.034375,0.046875
30,1045,34,1035,0.97,0.0,0.05828099999999999,0.046875
35,1204,48,1185,1.6,0.0,0.088125,0.125
45,1232,94,1185,3.97,0.0,0.14546800000000001,0.09375
15,1221,56,1186,5.44,2.42,0.07125,0.0625
45,1244,55,1207,8.17,4.96,0.10921800000000001,0.203125
30,1480,64,1441,2.71,0.0,0.078593,0.0625
45,1284,71,1267,1.34,0.0,0.099218,0.140625
40,1072,66,1060,2.29,1.15,0.130625,0.15625
