Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 2065,   5, 2030, 3.93, 2.16,0.027656,0.031250
  5, 2034, 101, 1998, 2.37, 0.55,0.044531,0.046875
 10, 2026,  79, 1998, 1.96, 0.55,0.046562,0.046875
 15, 2034,  73, 1998, 2.37, 0.55,0.051250,0.078125
 20, 2031,  80, 1998, 2.21, 0.55,0.058750,0.062500
 25, 2024,  69, 1998, 1.86, 0.55,0.058906,0.078125
 30, 2029,  80, 1998, 2.11, 0.55,0.069531,0.093750
 35, 2026,  73, 1998, 1.96, 0.55,0.071718,0.109375
 40, 2033,  72, 1998, 2.32, 0.55,0.077343,0.125000
 45, 2030,  78, 1998, 2.16, 0.55,0.085156,0.125000
 50, 2029,  73, 1998, 2.11, 0.55,0.089375,0.093750
