Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 2060,   7, 1918,15.41, 7.45,0.039062,0.046875
  5, 2010,  91, 1883,12.61, 5.49,0.062500,0.062500
 10, 2015,  84, 1883,12.89, 5.49,0.067812,0.062500
 15, 2022,  80, 1883,13.28, 5.49,0.075468,0.078125
 20, 2022,  86, 1883,13.28, 5.49,0.084218,0.109375
 25, 2020,  78, 1888,13.17, 5.77,0.093906,0.093750
 30, 2023,  77, 1883,13.33, 5.49,0.102656,0.125000
 35, 2024,  77, 1884,13.39, 5.55,0.115468,0.078125
 40, 2022,  92, 1883,13.28, 5.49,0.133750,0.125000
 45, 2027,  82, 1883,13.56, 5.49,0.141250,0.156250
 50, 2034,  87, 1927,13.95, 7.96,0.157187,0.187500
