Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 1928,   9, 1856, 9.98, 5.88,0.032968,0.046875
  5, 1907,  66, 1831, 8.78, 4.45,0.074062,0.062500
 10, 1895,  73, 1806, 8.10, 3.02,0.076718,0.125000
 15, 1905,  88, 1835, 8.67, 4.68,0.089375,0.125000
 20, 1905,  80, 1797, 8.67, 2.51,0.086406,0.140625
 25, 1905,  79, 1831, 8.67, 4.45,0.100156,0.109375
 30, 1908,  84, 1831, 8.84, 4.45,0.100781,0.078125
 35, 1904,  73, 1850, 8.61, 5.53,0.101093,0.109375
 40, 1905,  79, 1831, 8.67, 4.45,0.113281,0.156250
 45, 1919,  79, 1835, 9.47, 4.68,0.112500,0.187500
 50, 1913,  87, 1837, 9.13, 4.79,0.119062,0.171875
