Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 2378,   3, 2358, 4.99, 4.11,0.008125,0.000000
  5, 2282,  79, 2265, 0.75, 0.00,0.013906,0.015625
 10, 2276,  73, 2265, 0.49, 0.00,0.015625,0.015625
 15, 2273,  67, 2265, 0.35, 0.00,0.017187,0.015625
 20, 2279,  56, 2265, 0.62, 0.00,0.018906,0.015625
 25, 2282,  59, 2265, 0.75, 0.00,0.020468,0.015625
 30, 2295,  53, 2265, 1.32, 0.00,0.022343,0.031250
 35, 2283,  52, 2265, 0.79, 0.00,0.022500,0.031250
 40, 2280,  50, 2265, 0.66, 0.00,0.019218,0.015625
 45, 2286,  47, 2265, 0.93, 0.00,0.023437,0.015625
 50, 2284,  56, 2265, 0.84, 0.00,0.026093,0.046875
