Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 3866,   4, 3439,13.17, 0.67,0.003750,0.000000
  5, 3541,  64, 3416, 3.66, 0.00,0.005625,0.000000
 10, 3485,  52, 3416, 2.02, 0.00,0.006562,0.000000
 15, 3503,  49, 3416, 2.55, 0.00,0.006875,0.015625
 20, 3503,  52, 3416, 2.55, 0.00,0.007343,0.000000
 25, 3514,  37, 3416, 2.87, 0.00,0.010937,0.000000
 30, 3500,  42, 3416, 2.46, 0.00,0.012031,0.015625
 35, 3528,  47, 3416, 3.28, 0.00,0.012656,0.015625
 40, 3497,  44, 3416, 2.37, 0.00,0.012343,0.015625
 45, 3513,  50, 3416, 2.84, 0.00,0.013593,0.031250
 50, 3500,  50, 3416, 2.46, 0.00,0.014687,0.031250
