Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 7665,   5, 7247,11.75, 5.66,0.005468,0.000000
  5, 7129,  90, 6890, 3.94, 0.45,0.011718,0.015625
 10, 7035,  94, 6890, 2.57, 0.45,0.011718,0.015625
 15, 7010,  83, 6890, 2.20, 0.45,0.011250,0.015625
 20, 7022,  97, 6870, 2.38, 0.16,0.015781,0.015625
 25, 7025,  87, 6870, 2.42, 0.16,0.019375,0.015625
 30, 7008,  78, 6870, 2.17, 0.16,0.016093,0.000000
 35, 7008,  94, 6890, 2.17, 0.45,0.024843,0.015625
 40, 7000,  88, 6870, 2.06, 0.16,0.035625,0.062500
 45, 7016,  89, 6870, 2.29, 0.16,0.028281,0.031250
 50, 7021,  96, 6870, 2.36, 0.16,0.028437,0.015625
