Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 8215,   9, 7383,19.77, 7.64,0.006875,0.015625
  5, 7839,  57, 6956,14.29, 1.41,0.008281,0.000000
 10, 7735,  65, 6956,12.77, 1.41,0.009218,0.015625
 15, 7649,  65, 6956,11.52, 1.41,0.012343,0.000000
 20, 7622,  60, 6859,11.12, 0.00,0.015312,0.015625
 25, 7674,  69, 6859,11.88, 0.00,0.017031,0.015625
 30, 7649,  70, 6859,11.52, 0.00,0.017968,0.046875
 35, 7613,  67, 6956,10.99, 1.41,0.012968,0.015625
 40, 7583,  74, 6859,10.56, 0.00,0.019531,0.031250
 45, 7631,  67, 6859,11.26, 0.00,0.020937,0.031250
 50, 7508,  66, 6859, 9.46, 0.00,0.019218,0.031250
