Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 2099,   6, 2005,16.29,11.08,0.025156,0.031250
  5, 2052,  91, 1970,13.68, 9.14,0.041406,0.046875
 10, 2046,  94, 1978,13.35, 9.58,0.043750,0.046875
 15, 2051,  97, 1978,13.63, 9.58,0.047500,0.062500
 20, 2053,  79, 1978,13.74, 9.58,0.045937,0.062500
 25, 2048,  80, 1970,13.46, 9.14,0.049375,0.093750
 30, 2054,  83, 1848,13.80, 2.38,0.052343,0.125000
 35, 2056,  82, 1924,13.91, 6.59,0.055156,0.062500
 40, 2056,  85, 1945,13.91, 7.76,0.059531,0.062500
 45, 2067,  80, 1945,14.52, 7.76,0.059375,0.093750
 50, 2069,  71, 1968,14.63, 9.03,0.060625,0.109375
