Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 1161,   5, 1115,11.74, 7.31,0.015937,0.015625
  5, 1152,  49, 1101,10.88, 5.97,0.023437,0.031250
 10, 1148,  61, 1086,10.49, 4.52,0.025625,0.046875
 15, 1150,  70, 1103,10.68, 6.16,0.029531,0.046875
 20, 1149,  70, 1103,10.59, 6.16,0.030312,0.062500
 25, 1149,  58, 1098,10.59, 5.68,0.031875,0.031250
 30, 1152,  50, 1101,10.88, 5.97,0.030937,0.093750
 35, 1150,  64, 1093,10.68, 5.20,0.034062,0.062500
 40, 1154,  68, 1101,11.07, 5.97,0.037031,0.046875
 45, 1147,  60, 1085,10.39, 4.43,0.037031,0.062500
 50, 1153,  61, 1098,10.97, 5.68,0.040000,0.062500
