Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 7432,   8, 7018, 8.35, 2.32,0.009218,0.015625
  5, 7107,  77, 6875, 3.62, 0.23,0.014531,0.031250
 10, 7064,  86, 6870, 2.99, 0.16,0.016093,0.015625
 15, 7025,  69, 6870, 2.42, 0.16,0.014218,0.000000
 20, 7034,  82, 6859, 2.55, 0.00,0.017343,0.031250
 25, 7049,  84, 6859, 2.77, 0.00,0.012812,0.015625
 30, 7049,  78, 6859, 2.77, 0.00,0.011875,0.031250
 35, 7054,  82, 6859, 2.84, 0.00,0.018750,0.046875
 40, 7042,  78, 6859, 2.67, 0.00,0.016562,0.015625
 45, 7025, 100, 6859, 2.42, 0.00,0.014687,0.015625
 50, 7037,  87, 6859, 2.60, 0.00,0.014531,0.031250
