Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
50,7559,77,7264,4.06,0.0,0.036562,0.046875
40,7820,72,7715,1.36,0.0,0.029531,0.046875
40,9625,41,9612,0.14,0.0,0.017343,0.015625
30,7466,62,7313,2.09,0.0,0.022343000000000002,0.03125
40,7065,61,6909,2.26,0.0,0.034531,0.03125
40,7645,83,7301,4.71,0.0,0.044687,0.046875
45,8391,66,8118,3.36,0.0,0.029687,0.03125
40,7065,23,7065,0.0,0.0,0.021406,0.015625
10,7029,62,6951,1.87,0.74,0.011718000000000001,0.0
35,7884,80,7706,2.31,0.0,0.020625,0.015625
