Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 3180,   2, 3178, 6.00, 5.93,0.006406,0.015625
  5, 3036,  73, 3000, 1.20, 0.00,0.012812,0.031250
 10, 3032,  57, 3000, 1.07, 0.00,0.014062,0.015625
 15, 3031,  46, 3000, 1.03, 0.00,0.020468,0.015625
 20, 3030,  40, 3000, 1.00, 0.00,0.019218,0.031250
 25, 3029,  41, 3000, 0.97, 0.00,0.023906,0.031250
 30, 3026,  33, 3000, 0.87, 0.00,0.022656,0.031250
 35, 3029,  36, 3000, 0.97, 0.00,0.019375,0.015625
 40, 3029,  35, 3000, 0.97, 0.00,0.022187,0.015625
 45, 3028,  32, 3000, 0.93, 0.00,0.027656,0.031250
 50, 3028,  32, 3000, 0.93, 0.00,0.022500,0.031250
