Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 1838,   9, 1691,12.90, 3.87,0.023593,0.031250
  5, 1801, 116, 1681,10.63, 3.26,0.043281,0.062500
 10, 1802, 113, 1656,10.69, 1.72,0.045156,0.031250
 15, 1796, 106, 1628,10.32, 0.00,0.047187,0.062500
 20, 1804,  98, 1628,10.81, 0.00,0.049531,0.062500
 25, 1802,  95, 1643,10.69, 0.92,0.050156,0.140625
 30, 1806, 103, 1635,10.93, 0.43,0.054375,0.046875
 35, 1817, 103, 1656,11.61, 1.72,0.058125,0.062500
 40, 1815, 105, 1643,11.49, 0.92,0.060781,0.093750
 45, 1821, 104, 1656,11.86, 1.72,0.062031,0.109375
 50, 1824,  99, 1661,12.04, 2.03,0.064375,0.078125
