Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 2472,   6, 2395, 5.64, 2.35,0.030781,0.015625
  5, 2406,  90, 2340, 2.82, 0.00,0.049687,0.046875
 10, 2404,  77, 2340, 2.74, 0.00,0.055937,0.062500
 15, 2389,  76, 2340, 2.09, 0.00,0.060312,0.046875
 20, 2407,  76, 2340, 2.86, 0.00,0.065781,0.093750
 25, 2402,  60, 2340, 2.65, 0.00,0.068750,0.078125
 30, 2396,  65, 2340, 2.39, 0.00,0.076875,0.109375
 35, 2402,  70, 2340, 2.65, 0.00,0.088281,0.093750
 40, 2403,  72, 2340, 2.69, 0.00,0.093281,0.093750
 45, 2392,  71, 2340, 2.22, 0.00,0.102343,0.109375
 50, 2398,  61, 2340, 2.48, 0.00,0.105625,0.125000
