Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 1128,   8, 1095,13.14, 9.83,0.022031,0.031250
  5, 1119,  68, 1083,12.24, 8.63,0.030000,0.046875
 10, 1121,  60, 1054,12.44, 5.72,0.032656,0.062500
 15, 1117,  68, 1083,12.04, 8.63,0.034375,0.031250
 20, 1119,  60, 1058,12.24, 6.12,0.035000,0.046875
 25, 1123,  65, 1054,12.64, 5.72,0.037968,0.062500
 30, 1122,  56, 1054,12.54, 5.72,0.037812,0.031250
 35, 1127,  57, 1054,13.04, 5.72,0.040781,0.046875
 40, 1128,  72, 1091,13.14, 9.43,0.043906,0.031250
 45, 1129,  67, 1085,13.24, 8.83,0.045156,0.093750
 50, 1125,  63, 1091,12.84, 9.43,0.047187,0.031250
