Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 8300,   3, 7726,18.08, 9.92,0.006406,0.015625
  5, 7276,  62, 7029, 3.51, 0.00,0.009375,0.000000
 10, 7107,  56, 7029, 1.11, 0.00,0.010312,0.015625
 15, 7138,  52, 7029, 1.55, 0.00,0.012656,0.015625
 20, 7114,  50, 7029, 1.21, 0.00,0.013593,0.000000
 25, 7192,  51, 7029, 2.32, 0.00,0.015937,0.015625
 30, 7095,  45, 7029, 0.94, 0.00,0.018125,0.015625
 35, 7155,  52, 7029, 1.79, 0.00,0.021093,0.015625
 40, 7115,  46, 7029, 1.22, 0.00,0.020312,0.015625
 45, 7092,  51, 7029, 0.90, 0.00,0.023906,0.031250
 50, 7157,  54, 7029, 1.82, 0.00,0.025468,0.031250
