Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 3670,   5, 3346,10.44, 0.69,0.003906,0.000000
  5, 3536,  51, 3323, 6.41, 0.00,0.005625,0.015625
 10, 3473,  53, 3323, 4.51, 0.00,0.006562,0.000000
 15, 3417,  66, 3323, 2.83, 0.00,0.007812,0.015625
 20, 3376,  72, 3323, 1.59, 0.00,0.011718,0.015625
 25, 3396,  69, 3323, 2.20, 0.00,0.014843,0.015625
 30, 3400,  70, 3323, 2.32, 0.00,0.016250,0.031250
 35, 3411,  62, 3323, 2.65, 0.00,0.015000,0.031250
 40, 3387,  65, 3323, 1.93, 0.00,0.017500,0.031250
 45, 3411,  64, 3323, 2.65, 0.00,0.018437,0.015625
 50, 3409,  73, 3323, 2.59, 0.00,0.019531,0.015625
