Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 1981,   8, 1829,22.13,12.76,0.025312,0.031250
  5, 1914, 103, 1738,18.00, 7.15,0.064062,0.078125
 10, 1930, 102, 1759,18.99, 8.45,0.046250,0.062500
 15, 1892, 104, 1709,16.65, 5.36,0.043125,0.046875
 20, 1908, 102, 1709,17.63, 5.36,0.046093,0.046875
 25, 1924, 100, 1723,18.62, 6.23,0.047812,0.062500
 30, 1913,  95, 1688,17.94, 4.07,0.050312,0.046875
 35, 1910, 114, 1676,17.76, 3.33,0.056093,0.078125
 40, 1932,  93, 1712,19.11, 5.55,0.054531,0.062500
 45, 1919, 106, 1688,18.31, 4.07,0.059531,0.078125
 50, 1933,  99, 1724,19.17, 6.29,0.059218,0.062500
