Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0,  969,   5,  959, 3.42, 2.35,0.020468,0.031250
  5,  961,  57,  937, 2.56, 0.00,0.027500,0.046875
 10,  959,  58,  941, 2.35, 0.43,0.028125,0.031250
 15,  962,  46,  955, 2.67, 1.92,0.028750,0.031250
 20,  961,  46,  955, 2.56, 1.92,0.030625,0.031250
 25,  963,  50,  955, 2.77, 1.92,0.032343,0.031250
 30,  963,  52,  955, 2.77, 1.92,0.035468,0.062500
 35,  961,  51,  955, 2.56, 1.92,0.036093,0.046875
 40,  965,  47,  955, 2.99, 1.92,0.035625,0.046875
 45,  963,  48,  937, 2.77, 0.00,0.038125,0.031250
 50,  963,  49,  955, 2.77, 1.92,0.041250,0.031250
