Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
20,7316,170,7116,4.32,1.47,0.035937000000000004,0.03125
10,7610,185,7043,8.51,0.43,0.034687,0.046875
40,7476,135,7087,6.6,1.06,0.040312,0.046875
20,7364,156,7047,5.0,0.48,0.032187,0.046875
35,7445,165,7058,6.16,0.64,0.041406,0.046875
30,7932,145,7410,9.41,2.21,0.038593,0.0625
40,7832,184,7309,8.09,0.87,0.044687,0.046875
25,7648,150,7181,6.5,0.0,0.033281,0.03125
35,7303,126,7132,3.63,1.21,0.034531,0.0625
45,7464,116,7087,5.32,0.0,0.041406,0.046875
