Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 4178,   3, 4051, 8.97, 5.66,0.004843,0.000000
  5, 3982,  58, 3834, 3.86, 0.00,0.006093,0.015625
 10, 3969,  53, 3834, 3.52, 0.00,0.006250,0.000000
 15, 3949,  45, 3834, 3.00, 0.00,0.006718,0.015625
 20, 3971,  44, 3834, 3.57, 0.00,0.009687,0.015625
 25, 3968,  50, 3834, 3.50, 0.00,0.012500,0.015625
 30, 3977,  48, 3834, 3.73, 0.00,0.010937,0.015625
 35, 3985,  46, 3834, 3.94, 0.00,0.009531,0.015625
 40, 3992,  38, 3834, 4.12, 0.00,0.009687,0.000000
 45, 3992,  41, 3834, 4.12, 0.00,0.014218,0.015625
 50, 3993,  37, 3834, 4.15, 0.00,0.014687,0.015625
