Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 7778,   5, 7076,12.89, 2.70,0.005781,0.015625
  5, 7285,  87, 6951, 5.73, 0.89,0.014218,0.015625
 10, 7198,  99, 6941, 4.47, 0.74,0.014375,0.015625
 15, 7167,  96, 6951, 4.02, 0.89,0.018906,0.031250
 20, 7165,  90, 6951, 3.99, 0.89,0.022656,0.015625
 25, 7167,  75, 6983, 4.02, 1.35,0.021562,0.031250
 30, 7161, 100, 6926, 3.93, 0.52,0.027656,0.031250
 35, 7184, 103, 6898, 4.27, 0.12,0.027500,0.031250
 40, 7195,  86, 6941, 4.43, 0.74,0.021250,0.000000
 45, 7133,  93, 6923, 3.53, 0.48,0.026562,0.046875
 50, 7159,  95, 6898, 3.90, 0.12,0.030000,0.062500
