Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 9014,   3, 8422,19.08,11.25,0.019843,0.000000
  5, 8132, 187, 7835, 7.42, 3.50,0.036093,0.046875
 10, 8051, 144, 7835, 6.35, 3.50,0.040312,0.046875
 15, 8098, 133, 7773, 6.97, 2.68,0.044218,0.046875
 20, 8074, 123, 7835, 6.66, 3.50,0.049375,0.078125
 25, 8098, 130, 7682, 6.97, 1.48,0.059062,0.062500
 30, 8033, 123, 7835, 6.12, 3.50,0.067031,0.078125
 35, 8045, 106, 7835, 6.27, 3.50,0.070000,0.093750
 40, 8099, 104, 7835, 6.99, 3.50,0.079218,0.109375
 45, 8114,  98, 7835, 7.19, 3.50,0.082500,0.093750
 50, 8054,  96, 7682, 6.39, 1.48,0.093125,0.093750
