Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 2365,  12, 2240,11.87, 5.96,0.021562,0.031250
  5, 2290, 142, 2163, 8.33, 2.32,0.042812,0.046875
 10, 2289, 127, 2177, 8.28, 2.98,0.043593,0.031250
 15, 2295, 131, 2177, 8.56, 2.98,0.046093,0.062500
 20, 2302, 122, 2180, 8.89, 3.12,0.046250,0.046875
 25, 2304, 124, 2177, 8.99, 2.98,0.050312,0.046875
 30, 2304, 137, 2163, 8.99, 2.32,0.053593,0.062500
 35, 2326, 115, 2177,10.03, 2.98,0.050781,0.031250
 40, 2308, 134, 2185, 9.18, 3.36,0.059375,0.109375
 45, 2321, 124, 2182, 9.79, 3.22,0.056406,0.062500
 50, 2321, 117, 2177, 9.79, 2.98,0.055781,0.046875
