Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 9036,   9, 8602,21.86,16.01,0.013281,0.031250
  5, 8644, 157, 7431,16.57, 0.22,0.029218,0.046875
 10, 8509, 172, 7792,14.75, 5.08,0.034218,0.062500
 15, 8478, 173, 7640,14.34, 3.03,0.038906,0.093750
 20, 8478, 172, 7496,14.34, 1.09,0.042187,0.078125
 25, 8479, 154, 7775,14.35, 4.86,0.042812,0.046875
 30, 8399, 168, 7415,13.27, 0.00,0.048281,0.062500
 35, 8407, 172, 7415,13.38, 0.00,0.055468,0.078125
 40, 8431, 165, 7415,13.70, 0.00,0.055781,0.125000
 45, 8447, 170, 7616,13.92, 2.71,0.060312,0.093750
 50, 8419, 167, 7870,13.54, 6.14,0.064687,0.093750
