Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 2059,   7, 1948,14.45, 8.28,0.028906,0.015625
  5, 2006, 100, 1907,11.51, 6.00,0.047187,0.062500
 10, 1997,  98, 1903,11.01, 5.78,0.051875,0.062500
 15, 2009,  84, 1920,11.67, 6.73,0.051718,0.062500
 20, 2003,  89, 1900,11.34, 5.61,0.057500,0.062500
 25, 2002,  77, 1895,11.28, 5.34,0.058750,0.078125
 30, 2003,  77, 1900,11.34, 5.61,0.062343,0.093750
 35, 2003,  91, 1899,11.34, 5.56,0.071093,0.093750
 40, 2005,  90, 1919,11.45, 6.67,0.073281,0.109375
 45, 2021,  66, 1927,12.34, 7.12,0.070000,0.078125
 50, 2020,  73, 1900,12.28, 5.61,0.075312,0.125000
