Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 1206,   5, 1197, 1.77, 1.01,0.017968,0.015625
  5, 1205,  28, 1185, 1.69, 0.00,0.020468,0.031250
 10, 1205,  38, 1185, 1.69, 0.00,0.028281,0.046875
 15, 1205,  43, 1185, 1.69, 0.00,0.060156,0.109375
 20, 1204,  44, 1196, 1.60, 0.93,0.061093,0.093750
 25, 1204,  43, 1185, 1.60, 0.00,0.072968,0.156250
 30, 1204,  39, 1185, 1.60, 0.00,0.070625,0.046875
 35, 1204,  48, 1185, 1.60, 0.00,0.088125,0.125000
 40, 1205,  45, 1185, 1.69, 0.00,0.086718,0.093750
 45, 1205,  45, 1185, 1.69, 0.00,0.100937,0.140625
 50, 1205,  39, 1185, 1.69, 0.00,0.093750,0.109375
