Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 1273,   3, 1245, 6.00, 3.66,0.016718,0.015625
  5, 1257,  90, 1225, 4.66, 2.00,0.027812,0.046875
 10, 1255,  70, 1213, 4.50, 1.00,0.028593,0.046875
 15, 1256,  76, 1208, 4.58, 0.58,0.032500,0.031250
 20, 1252,  84, 1225, 4.25, 2.00,0.040625,0.046875
 25, 1251,  81, 1225, 4.16, 2.00,0.038593,0.046875
 30, 1253,  80, 1225, 4.33, 2.00,0.041406,0.046875
 35, 1254,  71, 1225, 4.41, 2.00,0.040937,0.046875
 40, 1257,  63, 1208, 4.66, 0.58,0.042187,0.046875
 45, 1256,  66, 1225, 4.58, 2.00,0.045468,0.062500
 50, 1253,  68, 1234, 4.33, 2.75,0.056250,0.078125
