Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 3263,   7, 2942,11.71, 0.72,0.013437,0.015625
  5, 3215,  55, 2942,10.07, 0.72,0.024062,0.015625
 10, 3219,  54, 2921,10.20, 0.00,0.030000,0.046875
 15, 3229,  49, 2942,10.54, 0.72,0.031406,0.031250
 20, 3227,  44, 2942,10.48, 0.72,0.025000,0.015625
 25, 3255,  47, 2921,11.43, 0.00,0.037343,0.046875
 30, 3262,  42, 2942,11.67, 0.72,0.034531,0.031250
 35, 3251,  43, 2921,11.30, 0.00,0.035937,0.046875
 40, 3261,  41, 2921,11.64, 0.00,0.032187,0.031250
 45, 3248,  43, 2942,11.19, 0.72,0.035468,0.031250
 50, 3237,  51, 2942,10.82, 0.72,0.041093,0.031250
