Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 2866,   7, 2760, 3.84, 0.00,0.013437,0.015625
  5, 2827,  35, 2760, 2.43, 0.00,0.019843,0.015625
 10, 2838,  39, 2760, 2.83, 0.00,0.026875,0.031250
 15, 2837,  45, 2760, 2.79, 0.00,0.028750,0.015625
 20, 2840,  48, 2760, 2.90, 0.00,0.032500,0.031250
 25, 2837,  41, 2760, 2.79, 0.00,0.031562,0.031250
 30, 2848,  38, 2760, 3.19, 0.00,0.025000,0.031250
 35, 2860,  57, 2760, 3.62, 0.00,0.038750,0.031250
 40, 2856,  55, 2760, 3.48, 0.00,0.039218,0.046875
 45, 2864,  40, 2760, 3.77, 0.00,0.038281,0.015625
 50, 2882,  62, 2760, 4.42, 0.00,0.038281,0.031250
