Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 3646,   4, 3323, 9.72, 0.00,0.003906,0.015625
  5, 3608,  39, 3323, 8.58, 0.00,0.004843,0.015625
 10, 3571,  44, 3323, 7.46, 0.00,0.005312,0.000000
 15, 3535,  47, 3323, 6.38, 0.00,0.005781,0.000000
 20, 3488,  57, 3323, 4.97, 0.00,0.006875,0.000000
 25, 3467,  60, 3323, 4.33, 0.00,0.010937,0.000000
 30, 3484,  67, 3323, 4.85, 0.00,0.012656,0.015625
 35, 3486,  70, 3323, 4.91, 0.00,0.014062,0.015625
 40, 3487,  75, 3323, 4.94, 0.00,0.015312,0.031250
 45, 3489,  71, 3323, 5.00, 0.00,0.014062,0.031250
 50, 3486,  77, 3323, 4.91, 0.00,0.017031,0.015625
