Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 1839,  12, 1718,11.79, 4.44,0.023125,0.031250
  5, 1804, 104, 1683, 9.67, 2.31,0.040625,0.062500
 10, 1800, 117, 1660, 9.42, 0.91,0.044687,0.093750
 15, 1806, 113, 1679, 9.79, 2.07,0.046406,0.062500
 20, 1804, 124, 1682, 9.67, 2.25,0.052500,0.062500
 25, 1824,  94, 1677,10.88, 1.95,0.047500,0.046875
 30, 1816, 103, 1681,10.40, 2.19,0.051562,0.062500
 35, 1830, 102, 1680,11.25, 2.13,0.053750,0.062500
 40, 1833, 105, 1669,11.43, 1.46,0.056718,0.031250
 45, 1818, 113, 1645,10.52, 0.00,0.061250,0.078125
 50, 1843,  96, 1699,12.04, 3.28,0.059843,0.078125
