Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 1233,   3, 1213, 6.48, 4.75,0.027031,0.031250
  5, 1227,  37, 1209, 5.96, 4.40,0.054218,0.062500
 10, 1224,  48, 1210, 5.70, 4.49,0.066093,0.109375
 15, 1221,  56, 1186, 5.44, 2.42,0.071250,0.062500
 20, 1222,  62, 1210, 5.53, 4.49,0.088593,0.140625
 25, 1225,  54, 1190, 5.79, 2.76,0.087031,0.125000
 30, 1223,  64, 1190, 5.61, 2.76,0.103906,0.093750
 35, 1224,  66, 1190, 5.70, 2.76,0.124843,0.125000
 40, 1223,  63, 1186, 5.61, 2.42,0.129687,0.140625
 45, 1224,  58, 1202, 5.70, 3.80,0.135000,0.171875
 50, 1224,  67, 1205, 5.70, 4.06,0.158750,0.140625
