Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 2051,   9, 1897,11.89, 3.49,0.020937,0.031250
  5, 2006, 101, 1858, 9.44, 1.36,0.037812,0.093750
 10, 2013,  83, 1850, 9.82, 0.93,0.036093,0.078125
 15, 2030,  78, 1846,10.75, 0.71,0.035937,0.062500
 20, 2028,  73, 1853,10.64, 1.09,0.037812,0.046875
 25, 2024,  83, 1846,10.42, 0.71,0.043125,0.062500
 30, 2023,  73, 1858,10.37, 1.36,0.041093,0.078125
 35, 2041,  72, 1846,11.35, 0.71,0.043125,0.078125
 40, 2043,  66, 1853,11.46, 1.09,0.041562,0.078125
 45, 2041,  67, 1850,11.35, 0.93,0.045312,0.062500
 50, 2050,  73, 1858,11.84, 1.36,0.047031,0.093750
