Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 8727,   6, 8249,15.77, 9.43,0.019687,0.015625
  5, 8256, 100, 7750, 9.53, 2.81,0.028593,0.062500
 10, 8250,  90, 7836, 9.45, 3.95,0.031406,0.031250
 15, 8215,  80, 7620, 8.98, 1.09,0.034062,0.093750
 20, 8180,  82, 7712, 8.52, 2.31,0.039375,0.093750
 25, 8199,  76, 7750, 8.77, 2.81,0.043750,0.062500
 30, 8173,  89, 7750, 8.42, 2.81,0.052968,0.093750
 35, 8183,  86, 7750, 8.56, 2.81,0.058437,0.078125
 40, 8175,  75, 7815, 8.45, 3.67,0.061562,0.078125
 45, 8176,  91, 7836, 8.46, 3.95,0.071875,0.078125
 50, 8162,  90, 7750, 8.28, 2.81,0.080000,0.156250
