Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 8204,  10, 7812,16.98,11.39,0.012343,0.000000
  5, 7739, 186, 7161,10.35, 2.11,0.032343,0.031250
 10, 7610, 185, 7043, 8.51, 0.43,0.034687,0.046875
 15, 7680, 165, 7159, 9.51, 2.08,0.034687,0.046875
 20, 7679, 161, 7161, 9.50, 2.11,0.036875,0.062500
 25, 7662, 151, 7161, 9.25, 2.11,0.037343,0.031250
 30, 7648, 170, 7039, 9.05, 0.37,0.044218,0.062500
 35, 7643, 163, 7161, 8.98, 2.11,0.043750,0.046875
 40, 7655, 157, 7161, 9.15, 2.11,0.045000,0.078125
 45, 7618, 176, 7047, 8.63, 0.48,0.050937,0.046875
 50, 7654, 172, 7161, 9.14, 2.11,0.053437,0.093750
