Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 4205,   1, 4036, 4.19, 0.00,0.003750,0.000000
  5, 4172,  16, 4036, 3.37, 0.00,0.004375,0.015625
 10, 4155,  18, 4036, 2.95, 0.00,0.004843,0.000000
 15, 4148,  18, 4036, 2.78, 0.00,0.006250,0.000000
 20, 4163,  16, 4036, 3.15, 0.00,0.005312,0.000000
 25, 4170,  15, 4036, 3.32, 0.00,0.005625,0.000000
 30, 4185,  21, 4036, 3.69, 0.00,0.009531,0.000000
 35, 4172,  25, 4036, 3.37, 0.00,0.010625,0.000000
 40, 4164,  13, 4036, 3.17, 0.00,0.010468,0.015625
 45, 4166,  18, 4036, 3.22, 0.00,0.011250,0.015625
 50, 4158,  24, 4036, 3.02, 0.00,0.012343,0.015625
