Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 1586,   4, 1525,10.06, 5.83,0.019531,0.015625
  5, 1487, 106, 1441, 3.19, 0.00,0.062343,0.046875
 10, 1484,  93, 1441, 2.98, 0.00,0.059218,0.046875
 15, 1482,  74, 1441, 2.85, 0.00,0.067187,0.078125
 20, 1480,  69, 1441, 2.71, 0.00,0.066718,0.062500
 25, 1481,  69, 1441, 2.78, 0.00,0.074531,0.078125
 30, 1480,  64, 1441, 2.71, 0.00,0.078593,0.062500
 35, 1483,  66, 1441, 2.91, 0.00,0.083906,0.078125
 40, 1485,  67, 1441, 3.05, 0.00,0.088750,0.078125
 45, 1484,  57, 1441, 2.98, 0.00,0.095468,0.109375
 50, 1486,  58, 1441, 3.12, 0.00,0.096093,0.046875
