Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 2944,   8, 2811, 8.76, 3.84,0.013750,0.015625
  5, 2894,  60, 2817, 6.91, 4.06,0.023125,0.031250
 10, 2904,  64, 2815, 7.28, 3.99,0.029687,0.015625
 15, 2900,  64, 2817, 7.13, 4.06,0.032968,0.031250
 20, 2905,  60, 2760, 7.31, 1.96,0.035156,0.031250
 25, 2932,  74, 2817, 8.31, 4.06,0.034375,0.031250
 30, 2918,  69, 2817, 7.79, 4.06,0.036875,0.015625
 35, 2942,  61, 2817, 8.68, 4.06,0.039843,0.046875
 40, 2932,  74, 2760, 8.31, 1.96,0.044687,0.046875
 45, 2941,  68, 2760, 8.64, 1.96,0.040781,0.062500
 50, 2960,  71, 2817, 9.35, 4.06,0.050625,0.046875
