Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 4030,   2, 4004, 4.78, 4.11,0.004062,0.015625
  5, 3918,  42, 3846, 1.87, 0.00,0.005625,0.015625
 10, 3886,  37, 3846, 1.04, 0.00,0.006875,0.015625
 15, 3868,  38, 3846, 0.57, 0.00,0.007812,0.000000
 20, 3875,  31, 3846, 0.75, 0.00,0.006250,0.000000
 25, 3868,  38, 3846, 0.57, 0.00,0.006093,0.015625
 30, 3870,  35, 3846, 0.62, 0.00,0.006250,0.000000
 35, 3856,  34, 3846, 0.26, 0.00,0.007812,0.000000
 40, 3870,  32, 3846, 0.62, 0.00,0.007656,0.000000
 45, 3872,  31, 3846, 0.68, 0.00,0.008125,0.015625
 50, 3866,  35, 3846, 0.52, 0.00,0.010000,0.015625
