Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 3788,   1, 3696, 2.49, 0.00,0.003750,0.000000
  5, 3775,  22, 3696, 2.14, 0.00,0.004531,0.000000
 10, 3773,  42, 3696, 2.08, 0.00,0.005781,0.015625
 15, 3758,  52, 3696, 1.68, 0.00,0.007187,0.000000
 20, 3755,  67, 3696, 1.60, 0.00,0.008593,0.015625
 25, 3749,  78, 3696, 1.43, 0.00,0.014531,0.015625
 30, 3747,  78, 3696, 1.38, 0.00,0.016718,0.015625
 35, 3742,  99, 3696, 1.24, 0.00,0.019375,0.015625
 40, 3740,  84, 3696, 1.19, 0.00,0.018125,0.015625
 45, 3739,  92, 3696, 1.16, 0.00,0.020625,0.031250
 50, 3745,  79, 3696, 1.33, 0.00,0.018906,0.046875
