Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 8494,   7, 8215, 9.16, 5.58,0.008593,0.015625
  5, 8335,  46, 7990, 7.12, 2.69,0.010625,0.015625
 10, 8269,  52, 7990, 6.27, 2.69,0.012031,0.015625
 15, 8231,  54, 7971, 5.78, 2.44,0.015781,0.031250
 20, 8221,  62, 7971, 5.65, 2.44,0.017812,0.031250
 25, 8227,  50, 7971, 5.73, 2.44,0.015937,0.015625
 30, 8230,  70, 7971, 5.77, 2.44,0.021250,0.031250
 35, 8217,  57, 7820, 5.60, 0.50,0.019687,0.015625
 40, 8212,  66, 7971, 5.54, 2.44,0.022343,0.015625
 45, 8203,  62, 7946, 5.42, 2.12,0.021093,0.015625
 50, 8199,  79, 7820, 5.37, 0.50,0.023281,0.062500
