Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 2272,   6, 2181,12.53, 8.02,0.030468,0.046875
  5, 2224, 111, 2123,10.15, 5.15,0.052812,0.046875
 10, 2212, 107, 2124, 9.56, 5.20,0.059375,0.046875
 15, 2218, 111, 2115, 9.86, 4.75,0.068906,0.109375
 20, 2215, 101, 2166, 9.71, 7.28,0.071875,0.046875
 25, 2216,  95, 2150, 9.76, 6.49,0.079218,0.046875
 30, 2204, 111, 2150, 9.16, 6.49,0.091406,0.078125
 35, 2208,  92, 2033, 9.36, 0.69,0.090625,0.140625
 40, 2209,  99, 2089, 9.41, 3.47,0.102343,0.140625
 45, 2214,  89, 2115, 9.66, 4.75,0.106250,0.140625
 50, 2217,  84, 2142, 9.81, 6.09,0.111250,0.109375
