Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 4560,   0, 4538, 2.08, 1.59,0.003281,0.000000
  5, 4550,   0, 4538, 1.86, 1.59,0.003593,0.015625
 10, 4549,   4, 4538, 1.84, 1.59,0.004062,0.015625
 15, 4545,   1, 4472, 1.75, 0.11,0.005156,0.015625
 20, 4542,   3, 4467, 1.68, 0.00,0.004843,0.015625
 25, 4542,   4, 4467, 1.68, 0.00,0.005156,0.000000
 30, 4545,   4, 4538, 1.75, 1.59,0.005625,0.000000
 35, 4544,   9, 4538, 1.72, 1.59,0.007812,0.015625
 40, 4542,   5, 4467, 1.68, 0.00,0.007031,0.015625
 45, 4546,   7, 4472, 1.77, 0.11,0.008593,0.000000
 50, 4545,   6, 4538, 1.75, 1.59,0.010781,0.000000
