Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 1054,   4, 1037, 4.46, 2.78,0.019531,0.015625
  5, 1045,  49, 1024, 3.57, 1.49,0.028437,0.046875
 10, 1043,  50, 1030, 3.37, 2.08,0.031093,0.062500
 15, 1043,  42, 1023, 3.37, 1.39,0.030156,0.031250
 20, 1044,  46, 1028, 3.47, 1.88,0.035156,0.031250
 25, 1045,  52, 1037, 3.57, 2.78,0.036875,0.046875
 30, 1047,  47, 1037, 3.77, 2.78,0.036562,0.031250
 35, 1046,  49, 1024, 3.67, 1.49,0.040156,0.046875
 40, 1047,  50, 1024, 3.77, 1.49,0.045312,0.046875
 45, 1049,  47, 1037, 3.96, 2.78,0.043906,0.062500
 50, 1049,  49, 1034, 3.96, 2.48,0.045156,0.031250
